ID	author	title	journal	volume	number	pages	publisher	year	ENTRYTYPE	keywords	memo	abstract	url
kondo1955non-riemannian	Kondo, K.	Non-Riemannian geometry of imperfect crystals from a macroscopic viewpoint	Memoirs of the unifying study of the basic problems in engineering science by means of geometry	1		458-469		1955	article	continuum theory of dislocations	continuum theory of dislocations		
